Result,Season,Team1,Team2,deltaSeed,deltaPointsFor,deltaPointsAgainst,deltaFGM,deltaFGA,deltaFGM3,deltaFGA3,deltaFTM,deltaFTA,deltaOR,deltaDR,deltaAst,deltaTO,deltaStl,deltaBlk,deltaPF,deltaWinPct
0,2003,1454,1323,7,-2.9967741935483905,-1.2602150537634316,0.040860215053761806,-3.044086021505379,-0.5236559139784953,0.025806451612904624,-2.554838709677419,-1.4053763440860223,0.14623655913978514,-3.870967741935484,0.19677419354838926,2.092473118279571,1.3483870967741949,-2.045161290322581,3.9075268817204285,0.05698924731182797
1,2003,1328,1354,-15,-1.6333333333333258,-11.1,0.466666666666665,2.1666666666666643,2.3,3.4999999999999982,-4.866666666666669,-7.199999999999998,-0.8333333333333339,0.6999999999999993,3.899999999999999,-7.666666666666664,-1.0666666666666664,0.8666666666666667,-2.1333333333333333,0.1333333333333334
0,2003,1360,1390,9,2.4205069124423915,4.6036866359446975,-0.4308755760368648,-4.4965437788018425,-0.006912442396313168,-1.3513824884792631,3.2891705069124435,5.547235023041476,-2.206221198156681,1.2281105990783416,1.7476958525345625,3.8559907834101366,-0.12327188940092172,0.0737327188940089,1.6267281105990783,-0.13479262672811065
0,2003,1173,1409,-9,-0.7230255839822064,1.0522803114571673,-1.9043381535038928,-2.825361512791993,0.8720800889877642,2.53948832035595,2.2135706340378185,3.406006674082313,2.3214682981090093,-2.634037819799776,0.4327030033370427,-1.0122358175750836,-2.2013348164627367,-2.0689655172413794,0.2636262513904306,0.11790878754171295
1,2003,1458,1451,-7,-3.482758620689665,-8.482758620689651,0.4137931034482776,1.0344827586206904,0.13793103448275798,-0.8275862068965516,-4.448275862068966,-6.241379310344829,-0.03448275862069039,-0.20689655172413526,-0.9655172413793114,-1.931034482758621,0.2068965517241379,2.1724137931034484,-4.03448275862069,-0.10344827586206896
1,2003,1120,1386,3,-0.5206896551724185,6.290804597701148,1.4586206896551699,0.2862068965517253,-2.4011494252873566,-5.528735632183911,-1.036781609195403,-0.9218390804597688,0.7609195402298852,-1.5712643678160916,-0.5999999999999996,2.96896551724138,0.8264367816091953,-0.5850574712643679,-2.391954022988504,-0.1597701149425288
0,2003,1280,1139,-7,1.580459770114942,-0.7643678160919549,2.264367816091952,5.144827586206893,-2.9160919540229884,-5.662068965517242,-0.03218390804597604,1.0816091954022973,4.8390804597701145,4.220689655172413,1.5344827586206904,5.219540229885057,2.388505747126436,1.8712643678160918,-0.16896551724138045,-0.12758620689655176
0,2003,1358,1196,13,-4.125448028673843,0.5818399044205478,-2.6391875746714426,-3.1457586618876903,-2.195937873357228,-4.054958183990443,3.3488649940262825,4.583034647550779,-0.02867383512544741,1.70489844683393,-0.8267622461170827,2.3166069295101557,0.04062126642771791,1.4958183990442055,2.68936678614098,0.0035842293906810365
0,2003,1104,1231,3,-1.2455357142857082,-2.0,0.5982142857142847,2.2410714285714306,-1.1741071428571432,-1.7678571428571423,-1.2678571428571423,-1.6964285714285732,2.3526785714285707,-1.6964285714285732,-1.7053571428571423,1.7857142857142865,2.1696428571428568,-1.5580357142857144,-0.0267857142857153,-0.017857142857142905
1,2003,1246,1237,-15,6.28125,-6.3125,4.03125,4.46875,-0.59375,-2.0,-1.1875,-1.84375,1.1875,3.25,2.8125,-1.84375,-0.375,3.28125,-1.96875,0.3125
1,2003,1257,1122,-9,12.129629629629619,0.7629629629629591,4.411111111111109,8.75925925925926,2.4333333333333336,6.214814814814812,0.8740740740740733,1.1000000000000014,2.570370370370369,0.87777777777778,3.1925925925925953,-1.8555555555555543,0.16296296296296298,0.06666666666666643,4.0,0.05925925925925935
0,2003,1423,1268,5,-9.419047619047632,-7.257142857142861,-3.395238095238092,-6.957142857142856,0.01666666666666661,1.4357142857142833,-2.645238095238096,-3.3714285714285737,-3.783333333333333,-3.6166666666666667,-4.226190476190475,-2.640476190476191,-1.692857142857143,-4.707142857142856,-0.5666666666666664,0.12142857142857146
1,2003,1277,1160,-3,-8.290322580645167,-9.096774193548383,-4.161290322580648,-10.225806451612904,-0.06451612903225801,-1.8709677419354842,0.0967741935483879,-1.806451612903224,-3.806451612903226,-3.70967741935484,0.2258064516129039,0.548387096774194,0.25806451612903203,-2.9354838709677424,2.3225806451612883,-0.032258064516129004
1,2003,1329,1335,-5,-1.4610472541507136,2.7994891443167305,0.6551724137931032,3.8952745849297594,-4.137931034482759,-8.886334610472543,1.3665389527458487,3.5670498084291182,3.0459770114942515,-0.11621966794380613,-2.610472541507024,1.6551724137931032,1.607918263090676,3.438058748403576,2.3601532567049794,-0.12515964240102162
1,2003,1338,1447,-13,-0.948387096774198,-12.618279569892474,-0.3591397849462368,-4.177419354838712,-0.6655913978494628,-0.5559139784946261,0.435483870967742,3.509677419354841,-0.6999999999999993,3.011827956989247,1.6698924731182778,0.13225806451612954,0.5505376344086015,1.2935483870967737,0.3860215053763412,0.18924731182795707
1,2003,1345,1261,1,-1.4758064516128968,2.3467741935483843,-3.0564516129032238,-0.6716589861751103,-1.6347926267281112,-2.080645161290324,6.2718894009216575,5.629032258064517,-0.2200460829493096,-1.0518433179723488,-4.137096774193549,-0.04953917050691281,-0.8214285714285712,-1.2327188940092166,3.4665898617511535,-0.034562211981566726
0,2003,1264,1393,11,-3.9310344827586188,-2.1379310344827616,-3.31034482758621,-4.655172413793104,0.2758620689655178,-0.03448275862069039,2.413793103448274,0.2758620689655196,-3.0,-3.586206896551726,-1.1034482758620676,0.5862068965517242,0.8620689655172421,-3.3793103448275863,5.344827586206896,-0.03448275862068961
0,2003,1421,1400,15,-7.650246305418719,9.769704433497537,-3.620689655172413,-5.635467980295567,0.625615763546798,1.2142857142857153,-1.0344827586206904,-2.854679802955665,-3.902709359605909,-2.970443349753694,-1.4655172413793096,2.7783251231527104,0.6761083743842358,-0.8571428571428572,-1.25369458128079,-0.3374384236453202
0,2003,1332,1428,-1,15.485416666666666,13.96875,5.427083333333332,11.266666666666666,1.833333333333333,4.233333333333333,2.7979166666666675,1.8562499999999995,1.2416666666666671,1.3000000000000007,4.268750000000002,2.5187500000000007,3.364583333333333,-0.9854166666666666,0.8374999999999986,-0.04791666666666672
1,2003,1448,1190,-13,-1.289910600255439,-9.860791826309068,-1.9361430395913144,-4.166028097062579,0.8812260536398471,2.538952745849299,1.7011494252873582,1.8058748403576,0.7586206896551726,2.893997445721581,0.5491698595146879,-3.637292464878671,-4.289910600255428,-0.8799489144316732,-1.0357598978288642,0.19795657726692206
1,2003,1462,1407,-11,-1.1333333333333258,-4.599999999999994,-1.4333333333333336,-6.133333333333327,-3.033333333333333,-10.566666666666666,4.766666666666667,4.833333333333332,-1.1333333333333329,0.8000000000000007,1.333333333333332,-0.6999999999999993,-4.066666666666666,-2.166666666666667,-0.8333333333333339,0.0
1,2003,1112,1211,-8,8.149769585253452,2.0564516129032318,4.256912442396313,10.2626728110599,-0.12557603686635946,1.0069124423963132,-0.2384792626728114,0.35483870967741993,3.243087557603687,2.3202764976958505,1.9009216589861744,0.2373271889400925,1.6578341013824875,0.6981566820276499,-0.8951612903225801,0.15092165898617516
0,2003,1390,1163,-1,-7.775268817204293,-4.432258064516134,-3.8881720430107545,-4.167741935483876,0.8688172043010756,3.6870967741935488,-0.8677419354838705,-1.3258064516129051,-1.0247311827956995,-2.7709677419354826,-0.9881720430107528,-1.477419354838711,-0.4172043010752686,-4.3784946236559135,0.11612903225806548,0.041935483870967794
0,2003,1141,1181,8,-2.6218390804597793,2.84137931034482,-0.7459770114942543,-7.643678160919544,-0.5057471264367814,-2.6689655172413818,-0.6241379310344826,-2.894252873563218,-3.1804597701149437,0.1758620689655146,1.7873563218390809,4.208045977011496,-1.3965517241379306,-1.1333333333333335,-0.3011494252873561,-0.006896551724137946
1,2003,1242,1113,-8,5.367816091954012,-2.805747126436785,3.0264367816091955,5.403448275862068,0.7999999999999998,1.5471264367816089,-1.4850574712643692,-2.073563218390806,0.6103448275862071,3.589655172413792,1.1816091954023005,0.9000000000000004,4.926436781609196,0.658620689655173,-2.7137931034482783,0.1459770114942529
0,2003,1281,1266,3,-6.618663594470036,-1.1947004608294949,-1.0529953917050712,2.9435483870967762,1.6981566820276497,5.717741935483872,-6.210829493087558,-5.4458525345622135,0.3767281105990783,1.8317972350230391,-2.579493087557605,0.04147465437788078,-0.29032258064516103,0.6797235023041472,-1.7718894009216584,-0.14400921658986174
1,2003,1323,1228,1,4.663440860215047,9.79354838709677,0.1258064516129025,4.877419354838715,0.8569892473118284,1.6075268817204282,3.554838709677419,3.7387096774193536,1.6537634408602155,1.4709677419354854,-1.3634408602150536,-0.39247311827957004,0.4516129032258061,2.545161290322581,-2.9075268817204285,-0.0903225806451613
1,2003,1328,1143,-7,-3.31609195402298,-9.59195402298851,-2.078160919540231,-2.1908045977011525,1.052873563218391,1.9321839080459744,-0.21264367816091934,-0.9172413793103438,0.8919540229885055,0.5873563218390778,-1.833333333333334,-2.372413793103448,0.3816091954022989,0.9735632183908044,1.4965517241379338,0.07586206896551727
1,2003,1458,1409,-8,-2.7919911012235867,-6.5684093437152455,-1.3526140155728577,-3.1357063403781997,-0.4037819799777536,-0.9432703003337046,0.3170189098998879,0.06117908787541638,-0.8509454949944395,-3.2547274749721886,-1.4638487208008897,-3.8053392658509453,-0.6151279199110125,-2.1724137931034484,-2.49499443826474,0.04894327030033363
0,2003,1448,1120,-8,8.313793103448276,2.05402298850575,0.4379310344827587,2.5413793103448232,0.4701149425287357,1.3908045977011518,6.967816091954024,6.887356321839079,2.825287356321839,4.364367816091953,1.1862068965517238,-0.7965517241379308,-1.6195402298850574,-0.5873563218390805,2.116091954022988,0.1942528735632184
1,2003,1139,1257,8,-13.247126436781599,-7.5356321839080485,-3.897701149425284,-10.178160919540232,0.049425287356321235,-1.5379310344827566,-5.501149425287355,-8.548275862068966,-5.372413793103449,-4.720689655172414,-3.634482758620692,-2.952873563218392,-0.8551724137931034,-2.8712643678160923,-6.597701149425287,0.027586206896551668
0,2003,1428,1246,8,-10.797916666666666,-4.09375,-5.302083333333332,-7.672916666666667,1.260416666666667,2.1729166666666657,-1.4541666666666675,-1.9812499999999995,-2.7416666666666667,-0.9562500000000008,-2.9875000000000007,-1.3625000000000007,-3.145833333333333,-1.3270833333333334,2.7250000000000014,-0.13958333333333328
0,2003,1462,1268,-3,-2.552380952380957,-0.8904761904761926,-2.6285714285714263,-4.157142857142851,-0.31666666666666643,0.8023809523809504,3.0214285714285705,2.795238095238094,0.1833333333333336,-1.25,-2.492857142857144,-1.0738095238095244,-5.4261904761904765,-3.5738095238095235,-3.2333333333333325,0.15476190476190474
0,2003,1196,1277,-5,8.677419354838719,3.7096774193548328,3.9032258064516117,5.41935483870968,3.7741935483870965,8.741935483870968,-2.9032258064516117,-3.1935483870967762,0.129032258064516,0.0,2.806451612903224,-1.161290322580646,1.3870967741935492,0.3870967741935485,-3.129032258064516,0.16129032258064513
1,2003,1338,1231,-5,4.068749999999993,-8.166666666666664,3.4291666666666667,-1.4375,-1.1645833333333335,-3.8583333333333343,-1.625,0.1750000000000007,0.08125000000000071,-0.2583333333333329,3.9541666666666657,3.6,3.6291666666666655,-1.2437500000000004,-0.095833333333335,0.2416666666666667
0,2003,1329,1393,3,-11.379310344827587,-7.689655172413801,-4.586206896551727,-6.793103448275857,-0.3793103448275863,-2.8965517241379324,-1.8275862068965532,-1.275862068965516,-1.931034482758621,-2.827586206896552,-2.724137931034482,1.0344827586206886,0.4827586206896548,-1.6896551724137927,3.551724137931036,-0.13793103448275856
1,2003,1400,1345,-8,7.107142857142861,3.4285714285714306,4.25,8.035714285714285,0.75,1.2857142857142847,-2.1428571428571423,-1.7142857142857153,5.785714285714286,2.678571428571427,2.25,-0.3928571428571424,-0.7857142857142856,0.9285714285714288,0.5357142857142847,0.1428571428571428
1,2003,1112,1323,-4,5.117511520737325,-0.9435483870967688,3.095622119815669,5.0368663594469965,-1.2546082949308763,-1.7027649769585231,0.1808755760368648,2.161290322580644,3.7914746543778812,0.7718894009216584,0.7396313364055302,2.0115207373271904,1.0126728110599077,-1.4308755760368663,1.5241935483870959,0.18317972350230416
0,2003,1181,1242,1,0.63333333333334,4.0333333333333465,-2.8666666666666667,-1.9666666666666612,2.533333333333333,6.466666666666669,3.833333333333332,3.9333333333333336,-0.5333333333333332,-3.799999999999997,-2.9000000000000004,-0.8666666666666671,-1.6333333333333329,0.2333333333333334,4.566666666666666,0.033333333333333326
1,2003,1246,1458,-4,6.807112068965522,5.404094827586206,3.4342672413793096,4.509698275862071,-0.3351293103448274,-0.7855603448275872,0.2737068965517242,1.3329741379310356,2.5646551724137936,1.6045258620689644,2.8771551724137936,3.545258620689655,0.8469827586206895,2.2661637931034484,2.5474137931034484,0.14762931034482762
1,2003,1266,1338,1,3.792857142857145,8.845238095238095,0.34761904761904816,2.75,-0.5809523809523807,-2.5166666666666657,3.678571428571427,0.8071428571428569,1.807142857142857,-1.2952380952380942,-1.4452380952380928,-1.5285714285714285,-2.0666666666666664,-0.4571428571428569,0.6761904761904773,-0.0452380952380953
1,2003,1277,1268,1,-13.559907834101395,-5.889400921658988,-6.396313364055299,-12.26036866359447,-1.846774193548387,-3.5771889400921677,1.0794930875576032,0.5576036866359431,-3.07258064516129,-2.4919354838709684,-5.27995391705069,0.4412442396313363,-4.505760368663593,-2.8974654377880182,1.032258064516128,-0.06566820276497698
0,2003,1139,1328,11,-2.580459770114942,0.7643678160919549,-1.197701149425285,-5.878160919540227,1.016091954022988,2.895402298850577,-1.2011494252873565,-2.048275862068966,-4.305747126436781,-4.587356321839078,-1.2011494252873565,-1.386206896551725,-0.5885057471264368,-1.9045977011494253,-2.5310344827586206,0.027586206896551668
0,2003,1120,1393,7,-10.00344827586207,-4.329885057471273,-3.5413793103448303,-7.506896551724132,0.3919540229885064,0.4712643678160902,-3.3126436781609208,-3.8873563218390794,-2.3770114942528733,-4.329885057471266,-1.5655172413793093,2.2793103448275858,-0.2770114942528732,-2.30919540229885,-0.21954022988505528,-0.1942528735632184
0,2003,1163,1400,4,1.1761904761904702,2.721428571428575,1.533333333333335,-0.22857142857142776,0.20952380952380967,-1.0857142857142854,-2.1,-1.6857142857142833,-1.4119047619047596,1.7571428571428562,1.1333333333333329,2.3714285714285714,-0.4595238095238097,3.8761904761904757,-1.957142857142859,-0.08571428571428574
1,2003,1242,1112,1,-3.88095238095238,-3.8833333333333395,-0.08809523809523867,-3.4142857142857115,-2.2357142857142858,-5.938095238095241,-1.4690476190476185,-0.8666666666666671,-0.8785714285714281,-0.7428571428571438,-0.909523809523808,0.11428571428571388,1.6690476190476191,0.6857142857142859,-1.0500000000000007,-0.1261904761904762
1,2003,1266,1246,2,0.8616071428571388,3.5848214285714306,-1.2544642857142847,-2.15625,-0.1205357142857144,-1.34375,3.491071428571427,2.8258928571428577,0.23214285714285765,-0.08482142857142705,0.13392857142857295,-0.4910714285714288,-1.8125,-1.4508928571428572,1.2678571428571423,-0.0848214285714286
1,2003,1393,1328,2,8.936781609195393,9.729885057471273,3.974712643678164,5.673563218390803,-2.2252873563218394,-3.104597701149423,3.2126436781609216,5.020689655172411,2.177011494252873,1.9298850574712676,0.7988505747126435,1.8206896551724137,1.3770114942528728,3.5091954022988503,-2.013793103448279,0.027586206896551668
0,2003,1277,1400,6,-11.631336405529964,-7.710829493087559,-4.967741935483872,-11.331797235023046,-0.9539170506912438,-3.3986175115207367,-0.7419354838709681,-1.656682027649769,-5.501152073732717,-1.8847926267281103,-0.8870967741935479,1.1198156682027651,-0.005760368663595194,-0.14746543778801868,-0.32488479262672953,-0.17281105990783407
0,2003,1266,1242,1,-2.94047619047619,1.3119047619047706,-3.0190476190476185,-6.049999999999998,0.9857142857142858,1.1166666666666671,2.1119047619047606,-0.5261904761904752,-1.192857142857143,-2.8285714285714256,-0.4119047619047613,-1.3285714285714292,-4.133333333333333,-1.2571428571428576,1.942857142857143,0.05476190476190468
1,2003,1393,1400,2,1.2463054187192029,1.2179802955665051,1.2413793103448292,-0.22167487684729534,-0.6157635467980294,-0.9236453201970428,-0.6206896551724128,-0.1650246305418719,-1.8682266009852209,0.7536945812807899,0.4655172413793096,0.19211822660098574,1.9174876847290632,3.41871921182266,-3.7709359605911352,0.04187192118226602
1,2003,1393,1242,1,-1.2298850574712643,3.5298850574712763,-0.9919540229885052,-0.09310344827586192,0.4413793103448276,1.7287356321839091,0.3126436781609208,-0.51264367816092,0.010344827586205696,-0.003448275862066197,-1.767816091954025,-1.2793103448275858,-1.8229885057471265,2.3758620689655165,-0.11379310344827688,0.06091954022988499
1,2004,1197,1250,0,6.242857142857133,10.288095238095238,0.31666666666666643,1.8023809523809504,2.3238095238095235,6.649999999999999,3.2857142857142865,4.711904761904762,0.25476190476190474,-1.8952380952380918,0.1999999999999993,2.290476190476191,1.154761904761905,-1.7214285714285715,3.042857142857141,-0.17619047619047626
0,2004,1356,1104,1,-0.9310344827586192,-4.551724137931039,1.4137931034482742,4.172413793103445,-1.1724137931034484,-0.4827586206896548,-2.586206896551724,-3.4137931034482776,1.8965517241379324,-1.7931034482758612,2.2413793103448274,-1.2068965517241388,3.827586206896553,0.0,1.0344827586206904,0.27586206896551724
0,2004,1436,1163,13,-12.690909090909088,-1.8393939393939365,-6.287878787878789,-6.703030303030302,0.006060606060606766,3.530303030303031,-0.1212121212121211,-2.045454545454543,-3.66969696969697,-4.584848484848486,-3.6757575757575762,-1.2212121212121207,0.8484848484848486,-5.86060606060606,-0.7939393939393948,-0.08484848484848495
0,2004,1173,1177,3,-2.8979166666666605,-3.5729166666666714,-2.1020833333333333,-2.47291666666667,1.2750000000000004,5.433333333333334,0.03125,1.0874999999999986,0.15208333333333354,2.0145833333333343,1.2041666666666675,0.8479166666666664,-1.1687500000000002,0.4770833333333333,-0.3062499999999986,0.05000000000000005
0,2004,1106,1181,15,-18.316666666666674,-4.368749999999999,-6.995833333333334,-9.735416666666666,-1.6541666666666668,-2.9645833333333336,-2.6708333333333325,-1.377083333333335,-1.7062500000000007,-0.07708333333333428,-3.983333333333333,3.0124999999999997,-2.2770833333333336,-3.6791666666666663,-0.01875000000000071,-0.3104166666666667
1,2004,1211,1434,-13,10.068965517241367,-5.51724137931035,4.2758620689655205,0.6206896551724128,1.2413793103448283,-1.1379310344827598,0.27586206896551596,-1.1034482758620676,-0.3448275862068968,1.4137931034482742,2.7931034482758634,-2.6206896551724146,-0.3793103448275863,0.5172413793103448,-6.586206896551723,0.3448275862068966
1,2004,1264,1196,7,-2.6218390804597793,-5.685057471264372,-2.5540229885057464,-0.5931034482758619,-2.4413793103448267,-5.944827586206897,4.92758620689655,6.303448275862068,1.939080459770116,-2.24367816091954,-5.4735632183908045,-1.666666666666666,2.9149425287356334,1.039080459770115,1.4436781609195393,0.16091954022988508
1,2004,1268,1431,-9,1.8839080459770088,4.52528735632184,2.4114942528735632,9.149425287356324,-0.8666666666666663,-0.5287356321839081,-2.0724137931034465,1.3551724137931025,5.490804597701151,1.6643678160919535,-2.2425287356321832,1.5816091954022993,1.7333333333333325,4.145977011494253,2.431034482758619,-0.12528735632183907
1,2004,1305,1277,3,4.051724137931031,-1.1781609195402185,1.7666666666666655,8.28390804597701,-1.5126436781609198,-1.4931034482758605,2.0310344827586224,4.347126436781611,4.296551724137931,4.087356321839078,-0.4908045977011497,-1.6206896551724146,-0.568965517241379,2.8379310344827586,-2.5275862068965504,0.11264367816091947
0,2004,1102,1314,5,-22.892857142857142,-25.035714285714285,-9.357142857142858,-22.071428571428577,1.9642857142857133,3.8571428571428577,-6.142857142857142,-9.714285714285714,-9.214285714285717,-9.285714285714283,-5.1071428571428585,-4.857142857142857,-1.8214285714285716,-1.8571428571428568,-1.8571428571428577,0.1428571428571428
0,2004,1112,1371,1,15.231527093596055,13.949507389162562,5.410098522167488,8.142857142857146,1.415024630541872,2.3497536945812807,2.99630541871921,2.080049261083744,2.110837438423644,0.36822660098522064,5.646551724137932,1.8226600985221677,0.1798029556650249,1.408866995073892,-2.038177339901477,0.011083743842364545
0,2004,1251,1386,15,-9.043778801843333,5.5,-2.4688940092165867,1.0529953917050676,-3.717741935483871,-4.125576036866359,-0.3882488479262669,-0.012672811059907474,3.5472350230414746,0.911290322580644,-2.7615207373271886,4.0921658986175125,-0.3686635944700463,-0.24884792626728114,2.3836405529953915,-0.4158986175115208
1,2004,1390,1427,-15,1.5047619047619063,-11.942857142857134,2.2476190476190503,-1.7000000000000028,-1.8357142857142852,-5.300000000000002,-1.1547619047619069,-3.130952380952383,-1.257142857142858,0.05714285714285694,3.7595238095238095,-3.1404761904761918,-0.526190476190477,1.647619047619048,-2.5547619047619072,0.3952380952380953
1,2004,1393,1140,-7,0.7433862433862402,1.4510582010582027,2.49338624338624,8.00925925925926,-1.048941798941799,-1.6984126984126977,-3.1944444444444438,-1.7341269841269842,3.965608465608465,1.2698412698412724,0.6904761904761916,-1.2142857142857135,0.7076719576719581,3.5978835978835977,-1.4682539682539684,0.04629629629629628
0,2004,1343,1400,11,-14.63333333333334,-9.592307692307699,-5.253846153846156,-15.979487179487181,-0.7615384615384615,-1.2897435897435905,-3.3641025641025633,-5.8615384615384585,-7.723076923076924,-2.907692307692308,-0.7179487179487191,1.6333333333333329,-0.3128205128205126,-0.6307692307692307,-1.3179487179487168,-0.035897435897435985
0,2004,1150,1403,1,5.938577586206889,5.010775862068968,0.012931034482758008,1.8038793103448256,4.105603448275862,11.814655172413795,1.8071120689655158,5.824353448275862,3.4461206896551726,3.4849137931034484,1.4568965517241388,2.8415948275862064,0.4741379310344822,-0.5657327586206895,2.1778017241379324,0.03663793103448276
0,2004,1433,1448,9,-13.021428571428574,-12.076190476190467,-2.4333333333333336,-5.4285714285714315,-1.0761904761904768,-2.9642857142857157,-7.078571428571428,-6.859523809523807,-1.7023809523809526,1.8999999999999984,-2.75,1.397619047619047,-2.5166666666666666,0.6166666666666667,-3.2547619047619065,0.08809523809523813
0,2004,1428,1130,5,-3.846774193548384,-6.1370967741935525,-0.9274193548387082,-4.17842741935484,2.217741935483871,3.443548387096774,-4.209677419354838,-7.086693548387097,-2.16733870967742,0.28125,-3.099798387096774,0.8508064516129039,-2.579637096774194,0.4848790322580645,1.5776209677419362,0.02318548387096775
1,2004,1153,1190,-9,-1.0310344827586135,-7.341379310344827,-1.3114942528735618,-2.0034482758620697,1.267816091954023,1.972413793103449,0.32413793103448185,0.8149425287356316,0.926436781609194,-1.3839080459770123,0.6540229885057496,-4.072413793103449,-3.0310344827586206,-0.5195402298850578,2.571264367816092,-0.027586206896551668
0,2004,1320,1210,11,-8.855603448275858,-2.0398706896551744,-4.127155172413794,-5.306034482758619,-0.18103448275862102,0.8318965517241388,-0.4202586206896548,-1.8965517241379324,-2.443965517241379,-0.1971982758620676,-2.78125,-2.813577586206897,-3.6023706896551726,-2.878232758620689,-4.25323275862069,-0.02909482758620685
0,2004,1293,1228,7,8.266666666666666,6.6000000000000085,2.9000000000000017,2.1666666666666643,-0.4333333333333336,-0.8000000000000007,2.9000000000000004,3.6333333333333333,0.1999999999999993,2.3666666666666667,2.0666666666666664,1.2333333333333345,0.8333333333333339,0.4666666666666668,-1.033333333333335,0.033333333333333326
0,2004,1227,1242,9,-4.857142857142861,-5.662442396313367,-1.444700460829491,-2.2396313364055302,-0.75,-4.468894009216589,-1.21774193548387,0.5576036866359431,1.2188940092165907,-4.338709677419357,-2.4758064516129044,-1.8479262672811068,0.7845622119815667,-2.1866359447004613,-2.8191244239631352,0.05990783410138245
0,2004,1197,1246,15,-1.0333333333333456,11.166666666666671,-3.6000000000000014,-1.06666666666667,2.2666666666666666,6.933333333333334,3.9,5.0,-0.3666666666666672,-1.5,-2.9000000000000004,2.4333333333333336,0.4333333333333336,-1.7666666666666666,3.466666666666665,-0.4
